-10	-0,456472625
-9,99	-0,452300785
-9,98	-0,447948031
-9,97	-0,443416103
-9,96	-0,438706815
-9,95	-0,43382205
-9,94	-0,428763762
-9,93	-0,423533975
-9,92	-0,418134779
-9,91	-0,412568335
-9,9	-0,406836869
-9,89	-0,400942674
-9,88	-0,394888107
-9,87	-0,38867559
-9,86	-0,382307608
-9,85	-0,375786708
-9,84	-0,369115498
-9,83	-0,362296647
-9,82	-0,355332882
-9,81	-0,348226989
-9,8	-0,34098181
-9,79	-0,333600243
-9,78	-0,326085239
-9,77	-0,318439807
-9,76	-0,310667002
-9,75	-0,302769935
-9,74	-0,294751764
-9,73	-0,286615696
-9,72	-0,278364985
-9,71	-0,270002933
-9,7	-0,261532883
-9,69	-0,252958223
-9,68	-0,244282383
-9,67	-0,235508833
-9,66	-0,226641083
-9,65	-0,21768268
-9,64	-0,208637207
-9,63	-0,199508281
-9,62	-0,190299555
-9,61	-0,181014711
-9,6	-0,171657464
-9,59	-0,162231557
-9,58	-0,152740759
-9,57	-0,143188866
-9,56	-0,1335797
-9,55	-0,123917104
-9,54	-0,114204943
-9,53	-0,104447101
-9,52	-0,094647482
-9,51	-0,084810005
-9,5	-0,074938605
-9,49	-0,065037231
-9,48	-0,055109842
-9,47	-0,045160411
-9,46	-0,035192916
-9,45	-0,025211344
-9,44	-0,015219688
-9,43	-0,005221944
-9,42	0,004777888
-9,41	0,014775809
-9,4	0,02476782
-9,39	0,034749925
-9,38	0,04471813
-9,37	0,054668448
-9,36	0,064596899
-9,35	0,074499513
-9,34	0,084372328
-9,33	0,094211395
-9,32	0,104012778
-9,31	0,113772558
-9,3	0,123486831
-9,29	0,13315171
-9,28	0,142763331
-9,27	0,152317848
-9,26	0,16181144
-9,25	0,171240309
-9,24	0,180600685
-9,23	0,189888823
-9,22	0,199101008
-9,21	0,208233555
-9,2	0,217282811
-9,19	0,226245157
-9,18	0,235117008
-9,17	0,243894816
-9,16	0,252575069
-9,15	0,261154295
-9,14	0,269629063
-9,13	0,277995983
-9,12	0,286251708
-9,11	0,294392936
-9,1	0,302416411
-9,09	0,310318924
-9,08	0,318097313
-9,07	0,325748467
-9,06	0,333269327
-9,05	0,340656883
-9,04	0,347908181
-9,03	0,35502032
-9,02	0,361990456
-9,01	0,3688158
-9	0,375493623
-8,99	0,382021254
-8,98	0,388396081
-8,97	0,394615555
-8,96	0,400677188
-8,95	0,406578556
-8,94	0,412317297
-8,93	0,417891117
-8,92	0,423297787
-8,91	0,428535142
